user_id,context,restaurant_id,rating
user_003,Late Night Eats,170,2
user_003,Quick Lunch,2,5
user_003,Quick Lunch,223,4
user_003,Quick Lunch,278,4
user_003,Quick Lunch,2,5
user_003,Quick Lunch,223,4
user_003,Quick Lunch,278,3
user_003,Group Hang,2,5
user_003,Group Hang,223,5
user_003,Group Hang,278,5
user_003,Quick Lunch,124,5
user_003,Quick Lunch,249,5
user_003,Group Hang,23,5
user_003,Group Hang,157,5
user_003,Group Hang,189,5
user_003,Quick Lunch,23,5
user_003,Quick Lunch,157,4
user_003,Quick Lunch,189,4
user_003,Date Night,77,4
user_003,Date Night,81,5
user_003,Date Night,333,4
user_003,Group Hang,2,5
user_003,Group Hang,223,5
user_003,Group Hang,278,5
user_004,Weekend Brunch,114,4
user_004,Late Night Eats,51,4
user_004,Late Night Eats,65,4
user_004,Late Night Eats,224,4
user_004,Quick Lunch,169,5
user_004,Weekend Brunch,129,4
user_004,Weekend Brunch,331,5
user_004,Weekend Brunch,5,4
user_004,Weekend Brunch,210,4
user_004,Date Night,264,4
user_004,Date Night,320,5
user_004,Group Hang,169,4
user_004,Weekend Brunch,39,5
user_004,Weekend Brunch,244,4
user_004,Weekend Brunch,292,5
user_004,Late Night Eats,169,3
user_004,Weekend Brunch,39,5
user_004,Weekend Brunch,244,5
user_004,Weekend Brunch,292,4
user_004,Group Hang,135,5
user_004,Weekend Brunch,39,3
user_004,Weekend Brunch,244,4
user_004,Weekend Brunch,292,5
user_004,Late Night Eats,264,3
user_004,Late Night Eats,320,5
user_004,Late Night Eats,129,4
user_004,Late Night Eats,331,4
user_004,Quick Lunch,169,5
user_005,Group Hang,40,5
user_005,Group Hang,184,5
user_005,Group Hang,299,5
user_005,Weekend Brunch,310,5
user_005,Weekend Brunch,310,4
user_005,Quick Lunch,40,5
user_005,Quick Lunch,184,5
user_005,Quick Lunch,299,5
user_005,Group Hang,40,5
user_005,Group Hang,184,5
user_005,Group Hang,299,5
user_005,Weekend Brunch,310,5
user_005,Weekend Brunch,310,3
user_005,Quick Lunch,123,3
user_005,Quick Lunch,143,5
user_005,Quick Lunch,40,5
user_005,Quick Lunch,184,5
user_005,Quick Lunch,299,5
user_005,Date Night,310,4
user_005,Late Night Eats,310,4
user_005,Late Night Eats,310,4
user_005,Late Night Eats,310,3
user_005,Weekend Brunch,310,5
user_005,Weekend Brunch,310,4
user_006,Late Night Eats,14,2
user_006,Late Night Eats,96,4
user_006,Late Night Eats,197,4
user_006,Late Night Eats,55,4
user_006,Late Night Eats,57,4
user_006,Late Night Eats,87,4
user_006,Weekend Brunch,290,4
user_006,Weekend Brunch,295,5
user_006,Quick Lunch,14,5
user_006,Quick Lunch,96,4
user_006,Quick Lunch,197,5
user_006,Group Hang,11,4
user_006,Group Hang,202,4
user_006,Group Hang,14,4
user_006,Group Hang,96,5
user_006,Group Hang,197,5
user_006,Group Hang,14,5
user_006,Group Hang,96,5
user_006,Group Hang,197,4
user_006,Weekend Brunch,111,4
user_006,Weekend Brunch,117,4
user_006,Weekend Brunch,307,4
user_006,Late Night Eats,55,3
user_006,Late Night Eats,57,3
user_006,Late Night Eats,87,3
user_006,Weekend Brunch,117,4
user_006,Weekend Brunch,307,5
user_006,Group Hang,11,4
user_006,Group Hang,202,5
user_006,Late Night Eats,117,4
user_006,Late Night Eats,307,4
user_006,Date Night,111,5
user_006,Quick Lunch,55,3
user_006,Quick Lunch,57,4
user_006,Quick Lunch,87,3
user_007,Late Night Eats,148,3
user_007,Weekend Brunch,148,4
user_007,Weekend Brunch,148,3
user_007,Quick Lunch,82,4
user_007,Quick Lunch,88,3
user_007,Quick Lunch,155,4
user_007,Late Night Eats,148,3
user_007,Late Night Eats,148,2
user_007,Late Night Eats,148,3
user_007,Group Hang,148,4
user_007,Date Night,148,4
user_007,Late Night Eats,148,3
user_007,Group Hang,148,3
user_007,Date Night,148,4
user_007,Group Hang,148,4
user_007,Late Night Eats,148,4
user_007,Date Night,148,4
user_008,Weekend Brunch,86,5
user_008,Late Night Eats,119,4
user_008,Group Hang,70,5
user_008,Group Hang,180,5
user_008,Group Hang,70,5
user_008,Group Hang,180,4
user_008,Late Night Eats,119,4
user_008,Date Night,86,5
user_008,Date Night,86,5
user_008,Weekend Brunch,86,5
user_008,Quick Lunch,119,4
user_008,Date Night,86,5
user_008,Date Night,86,5
user_008,Date Night,226,5
user_008,Group Hang,70,5
user_008,Group Hang,180,5
user_008,Late Night Eats,86,5
user_008,Late Night Eats,86,5
user_009,Group Hang,152,5
user_009,Late Night Eats,152,4
user_009,Late Night Eats,152,4
user_009,Weekend Brunch,152,5
user_009,Late Night Eats,152,4
user_009,Late Night Eats,152,5
user_009,Weekend Brunch,152,5
user_009,Date Night,152,5
user_009,Quick Lunch,205,4
user_009,Quick Lunch,232,4
user_009,Quick Lunch,268,4
user_009,Quick Lunch,152,4
user_009,Weekend Brunch,152,5
user_009,Group Hang,205,5
user_009,Group Hang,232,5
user_009,Group Hang,268,4
user_009,Group Hang,152,5
user_009,Date Night,152,5
user_009,Quick Lunch,205,5
user_009,Quick Lunch,232,4
user_009,Quick Lunch,268,5
user_010,Date Night,77,4
user_010,Date Night,81,5
user_010,Date Night,333,5
user_010,Weekend Brunch,137,5
user_010,Weekend Brunch,200,5
user_010,Weekend Brunch,237,5
user_010,Late Night Eats,173,5
user_010,Late Night Eats,100,3
user_010,Late Night Eats,201,5
user_010,Weekend Brunch,137,5
user_010,Weekend Brunch,200,5
user_010,Weekend Brunch,237,5
user_010,Late Night Eats,45,4
user_010,Late Night Eats,145,4
user_010,Late Night Eats,198,3
user_010,Quick Lunch,2,4
user_010,Quick Lunch,223,3
user_010,Quick Lunch,278,5
user_010,Quick Lunch,267,4
user_010,Quick Lunch,319,4
user_010,Quick Lunch,267,5
user_010,Quick Lunch,319,3
user_010,Weekend Brunch,137,5
user_010,Weekend Brunch,200,5
user_010,Weekend Brunch,237,5
user_010,Late Night Eats,173,4
user_010,Group Hang,124,5
user_010,Group Hang,249,5
user_010,Weekend Brunch,137,5
user_010,Weekend Brunch,200,5
user_010,Weekend Brunch,237,5
user_010,Quick Lunch,267,5
user_010,Quick Lunch,319,4
user_010,Group Hang,23,5
user_010,Group Hang,157,5
user_010,Group Hang,189,4
user_011,Quick Lunch,110,4
user_011,Quick Lunch,291,4
user_011,Weekend Brunch,30,5
user_011,Quick Lunch,110,4
user_011,Quick Lunch,291,4
user_011,Late Night Eats,110,5
user_011,Late Night Eats,291,4
user_011,Date Night,110,4
user_011,Date Night,291,5
user_011,Date Night,110,4
user_011,Date Night,291,3
user_011,Quick Lunch,110,3
user_011,Quick Lunch,291,4
user_011,Weekend Brunch,30,4
user_011,Date Night,110,5
user_011,Date Night,291,4
user_011,Quick Lunch,110,4
user_011,Quick Lunch,291,4
user_011,Weekend Brunch,30,4
user_011,Date Night,110,4
user_011,Date Night,291,4
user_011,Late Night Eats,110,3
user_011,Late Night Eats,291,3
user_011,Group Hang,110,5
user_011,Group Hang,291,4
user_011,Late Night Eats,110,4
user_011,Late Night Eats,291,4
user_012,Date Night,97,4
user_012,Date Night,271,4
user_012,Quick Lunch,97,4
user_012,Quick Lunch,271,4
user_012,Date Night,97,4
user_012,Date Night,271,5
user_012,Weekend Brunch,97,4
user_012,Weekend Brunch,271,4
user_012,Late Night Eats,97,3
user_012,Late Night Eats,271,3
user_012,Quick Lunch,97,4
user_012,Quick Lunch,271,4
user_012,Quick Lunch,97,4
user_012,Quick Lunch,271,3
user_012,Group Hang,97,5
user_012,Group Hang,271,4
user_012,Date Night,97,4
user_012,Date Night,271,3
user_012,Date Night,97,4
user_012,Date Night,271,4
user_012,Late Night Eats,97,4
user_012,Late Night Eats,271,4
user_012,Late Night Eats,97,3
user_012,Late Night Eats,271,5
user_012,Date Night,97,4
user_012,Date Night,271,4
user_012,Late Night Eats,97,4
user_012,Late Night Eats,271,5
user_012,Weekend Brunch,97,3
user_012,Weekend Brunch,271,4
user_013,Group Hang,67,4
user_013,Group Hang,317,5
user_013,Group Hang,330,5
user_013,Late Night Eats,67,4
user_013,Late Night Eats,317,5
user_013,Late Night Eats,330,4
user_013,Late Night Eats,67,3
user_013,Late Night Eats,317,5
user_013,Late Night Eats,330,4
user_013,Date Night,67,4
user_013,Date Night,317,5
user_013,Date Night,330,5
user_013,Weekend Brunch,67,4
user_013,Weekend Brunch,317,4
user_013,Weekend Brunch,330,5
user_013,Late Night Eats,67,5
user_013,Late Night Eats,317,4
user_013,Late Night Eats,330,4
user_013,Group Hang,67,4
user_013,Group Hang,317,5
user_013,Group Hang,330,5
user_013,Group Hang,67,3
user_013,Group Hang,317,5
user_013,Group Hang,330,5
user_013,Quick Lunch,140,5
user_013,Quick Lunch,149,4
user_013,Quick Lunch,140,4
user_013,Quick Lunch,149,3
user_013,Date Night,120,4
user_013,Date Night,120,4
user_013,Quick Lunch,140,4
user_013,Quick Lunch,149,4
user_013,Weekend Brunch,67,4
user_013,Weekend Brunch,317,4
user_013,Weekend Brunch,330,5
user_013,Weekend Brunch,67,5
user_013,Weekend Brunch,317,5
user_013,Weekend Brunch,330,4
user_014,Quick Lunch,109,4
user_014,Quick Lunch,287,4
user_014,Date Night,163,5
user_014,Date Night,314,4
user_014,Group Hang,109,5
user_014,Group Hang,287,5
user_014,Date Night,163,4
user_014,Date Night,314,4
user_014,Late Night Eats,163,4
user_014,Late Night Eats,314,4
user_014,Late Night Eats,163,5
user_014,Late Night Eats,314,3
user_014,Date Night,163,4
user_014,Date Night,314,5
user_014,Quick Lunch,7,3
user_014,Quick Lunch,9,4
user_014,Date Night,163,5
user_014,Date Night,314,4
user_014,Date Night,163,5
user_014,Date Night,314,5
user_014,Late Night Eats,163,4
user_014,Late Night Eats,314,4
user_014,Group Hang,109,5
user_014,Group Hang,287,5
user_014,Late Night Eats,163,5
user_014,Late Night Eats,314,4
user_014,Group Hang,109,4
user_014,Group Hang,287,5
user_014,Quick Lunch,19,5
user_014,Quick Lunch,227,5
user_015,Group Hang,185,5
user_015,Group Hang,238,4
user_015,Weekend Brunch,82,5
user_015,Weekend Brunch,88,4
user_015,Weekend Brunch,155,4
user_015,Weekend Brunch,82,5
user_015,Weekend Brunch,88,4
user_015,Weekend Brunch,155,5
user_015,Group Hang,6,5
user_015,Group Hang,73,4
user_015,Quick Lunch,6,5
user_015,Quick Lunch,73,4
user_015,Weekend Brunch,82,5
user_015,Weekend Brunch,88,5
user_015,Weekend Brunch,155,5
user_015,Quick Lunch,6,4
user_015,Quick Lunch,73,4
user_015,Group Hang,6,5
user_015,Group Hang,73,4
user_015,Quick Lunch,6,5
user_015,Quick Lunch,73,4
user_015,Group Hang,185,4
user_015,Group Hang,238,3
user_015,Late Night Eats,82,4
user_015,Late Night Eats,88,4
user_015,Late Night Eats,155,5
user_015,Group Hang,6,4
user_015,Group Hang,73,4
user_015,Group Hang,185,4
user_015,Group Hang,238,4
user_015,Late Night Eats,82,4
user_015,Late Night Eats,88,3
user_015,Late Night Eats,155,4
user_015,Date Night,82,5
user_015,Date Night,88,5
user_015,Date Night,155,4
user_016,Quick Lunch,71,4
user_016,Quick Lunch,79,4
user_016,Quick Lunch,188,5
user_016,Weekend Brunch,71,4
user_016,Weekend Brunch,79,4
user_016,Weekend Brunch,188,5
user_016,Group Hang,11,4
user_016,Group Hang,202,5
user_016,Date Night,71,4
user_016,Date Night,79,4
user_016,Date Night,188,5
user_016,Late Night Eats,11,4
user_016,Late Night Eats,202,4
user_016,Weekend Brunch,111,4
user_016,Quick Lunch,71,5
user_016,Quick Lunch,79,4
user_016,Quick Lunch,188,5
user_016,Weekend Brunch,71,5
user_016,Weekend Brunch,79,4
user_016,Weekend Brunch,188,5
user_016,Date Night,55,3
user_016,Date Night,57,3
user_016,Date Night,87,4
user_016,Weekend Brunch,117,4
user_016,Weekend Brunch,307,4
user_016,Date Night,167,5
user_016,Quick Lunch,71,5
user_016,Quick Lunch,79,4
user_016,Quick Lunch,188,4
user_016,Group Hang,11,5
user_016,Group Hang,202,5
user_016,Group Hang,11,4
user_016,Group Hang,202,4
user_016,Date Night,167,5
user_017,Quick Lunch,6,4
user_017,Quick Lunch,73,4
user_017,Quick Lunch,82,5
user_017,Quick Lunch,88,4
user_017,Quick Lunch,155,5
user_017,Group Hang,82,4
user_017,Group Hang,88,4
user_017,Group Hang,155,5
user_017,Quick Lunch,6,4
user_017,Quick Lunch,73,5
user_017,Weekend Brunch,82,5
user_017,Weekend Brunch,88,5
user_017,Weekend Brunch,155,4
user_017,Weekend Brunch,82,5
user_017,Weekend Brunch,88,4
user_017,Weekend Brunch,155,4
user_017,Quick Lunch,82,5
user_017,Quick Lunch,88,4
user_017,Quick Lunch,155,3
user_017,Weekend Brunch,82,5
user_017,Weekend Brunch,88,5
user_017,Weekend Brunch,155,3
user_017,Group Hang,185,4
user_017,Group Hang,238,4
user_017,Date Night,82,5
user_017,Date Night,88,4
user_017,Date Night,155,5
user_017,Quick Lunch,6,4
user_017,Quick Lunch,73,3
user_017,Date Night,82,5
user_017,Date Night,88,4
user_017,Date Night,155,4
user_017,Quick Lunch,6,4
user_017,Quick Lunch,73,4
user_017,Date Night,82,4
user_017,Date Night,88,5
user_017,Date Night,155,4
user_017,Group Hang,82,5
user_017,Group Hang,88,5
user_017,Group Hang,155,4
user_018,Weekend Brunch,99,5
user_018,Weekend Brunch,101,3
user_018,Weekend Brunch,141,5
user_018,Date Night,13,5
user_018,Date Night,204,5
user_018,Group Hang,74,4
user_018,Group Hang,282,5
user_018,Group Hang,329,3
user_018,Late Night Eats,13,5
user_018,Late Night Eats,204,5
user_018,Date Night,15,4
user_018,Date Night,259,5
user_018,Quick Lunch,13,5
user_018,Quick Lunch,204,3
user_018,Late Night Eats,99,4
user_018,Late Night Eats,101,4
user_018,Late Night Eats,141,3
user_018,Weekend Brunch,13,4
user_018,Weekend Brunch,204,4
user_018,Group Hang,99,4
user_018,Group Hang,101,5
user_018,Group Hang,141,3
user_018,Group Hang,219,3
user_018,Group Hang,323,5
user_018,Quick Lunch,60,4
user_018,Quick Lunch,107,4
user_018,Quick Lunch,334,4
user_018,Group Hang,22,4
user_018,Group Hang,93,4
user_018,Group Hang,301,5
user_018,Quick Lunch,13,2
user_018,Quick Lunch,204,4
user_018,Quick Lunch,74,4
user_018,Quick Lunch,282,4
user_018,Quick Lunch,329,4
user_018,Weekend Brunch,99,5
user_018,Weekend Brunch,101,5
user_018,Weekend Brunch,141,4
user_019,Group Hang,30,4
user_019,Group Hang,30,4
user_019,Weekend Brunch,30,5
user_019,Quick Lunch,110,4
user_019,Quick Lunch,291,2
user_019,Date Night,30,5
user_019,Late Night Eats,30,5
user_019,Late Night Eats,30,3
user_019,Date Night,30,5
user_019,Late Night Eats,30,4
user_019,Group Hang,30,4
user_019,Quick Lunch,110,4
user_019,Quick Lunch,291,3
user_019,Quick Lunch,110,4
user_019,Quick Lunch,291,3
user_019,Late Night Eats,30,4
user_019,Weekend Brunch,30,5
user_020,Date Night,95,4
user_020,Date Night,133,3
user_020,Date Night,95,5
user_020,Date Night,133,3
user_020,Quick Lunch,95,5
user_020,Quick Lunch,133,5
user_020,Date Night,95,5
user_020,Date Night,133,4
user_020,Quick Lunch,95,4
user_020,Quick Lunch,133,5
user_020,Weekend Brunch,95,5
user_020,Weekend Brunch,133,4
user_020,Quick Lunch,34,4
user_020,Quick Lunch,125,5
user_020,Quick Lunch,283,5
user_020,Date Night,325,5
user_020,Date Night,115,5
user_020,Date Night,193,5
user_020,Date Night,230,4
user_020,Date Night,95,5
user_020,Date Night,133,5
user_020,Group Hang,34,3
user_020,Group Hang,125,5
user_020,Group Hang,283,4
user_020,Late Night Eats,95,5
user_020,Late Night Eats,133,4
user_020,Quick Lunch,34,4
user_020,Quick Lunch,125,4
user_020,Quick Lunch,283,4
user_020,Weekend Brunch,95,5
user_020,Weekend Brunch,133,5
user_020,Group Hang,95,5
user_020,Group Hang,133,5
user_021,Quick Lunch,123,4
user_021,Quick Lunch,143,5
user_021,Weekend Brunch,310,4
user_021,Late Night Eats,123,4
user_021,Late Night Eats,143,5
user_021,Date Night,310,3
user_021,Date Night,310,5
user_021,Date Night,310,5
user_021,Quick Lunch,123,4
user_021,Quick Lunch,143,5
user_021,Quick Lunch,123,5
user_021,Quick Lunch,143,4
user_021,Weekend Brunch,310,4
user_021,Date Night,310,4
user_021,Date Night,310,4
user_021,Weekend Brunch,310,5
user_021,Quick Lunch,123,3
user_021,Quick Lunch,143,5
user_021,Weekend Brunch,310,4
user_021,Late Night Eats,310,4
user_022,Group Hang,36,4
user_022,Group Hang,50,5
user_022,Group Hang,181,5
user_022,Late Night Eats,66,5
user_022,Late Night Eats,83,4
user_022,Late Night Eats,159,4
user_022,Weekend Brunch,66,5
user_022,Weekend Brunch,83,5
user_022,Weekend Brunch,159,4
user_022,Weekend Brunch,66,4
user_022,Weekend Brunch,83,4
user_022,Weekend Brunch,159,4
user_022,Late Night Eats,53,3
user_022,Late Night Eats,150,4
user_022,Quick Lunch,212,4
user_022,Quick Lunch,326,4
user_022,Group Hang,213,5
user_022,Group Hang,266,4
user_022,Weekend Brunch,66,5
user_022,Weekend Brunch,83,5
user_022,Weekend Brunch,159,3
user_022,Late Night Eats,53,3
user_022,Late Night Eats,150,3
user_022,Group Hang,36,4
user_022,Group Hang,50,4
user_022,Group Hang,181,4
user_022,Group Hang,212,3
user_022,Group Hang,326,5
user_022,Weekend Brunch,66,4
user_022,Weekend Brunch,83,5
user_022,Weekend Brunch,159,4
user_022,Late Night Eats,53,4
user_022,Late Night Eats,150,3
user_022,Quick Lunch,212,4
user_022,Quick Lunch,326,4
user_022,Group Hang,36,4
user_022,Group Hang,50,4
user_022,Group Hang,181,4
user_023,Quick Lunch,140,4
user_023,Quick Lunch,149,4
user_023,Weekend Brunch,313,5
user_023,Quick Lunch,140,5
user_023,Quick Lunch,149,4
user_023,Quick Lunch,140,3
user_023,Quick Lunch,149,4
user_023,Group Hang,313,5
user_023,Date Night,140,4
user_023,Date Night,149,5
user_023,Group Hang,64,4
user_023,Group Hang,241,5
user_023,Group Hang,309,4
user_023,Weekend Brunch,67,4
user_023,Weekend Brunch,317,5
user_023,Weekend Brunch,330,5
user_023,Late Night Eats,313,4
user_023,Group Hang,64,4
user_023,Group Hang,241,5
user_023,Group Hang,309,3
user_023,Late Night Eats,140,3
user_023,Late Night Eats,149,4
user_023,Date Night,313,5
user_023,Group Hang,313,5
user_023,Group Hang,313,5
user_023,Group Hang,64,3
user_023,Group Hang,241,5
user_023,Group Hang,309,4
user_024,Weekend Brunch,243,4
user_024,Weekend Brunch,316,5
user_024,Group Hang,243,4
user_024,Group Hang,316,5
user_024,Date Night,147,3
user_024,Date Night,191,5
user_024,Date Night,209,4
user_024,Group Hang,243,5
user_024,Group Hang,316,4
user_024,Quick Lunch,147,5
user_024,Quick Lunch,191,5
user_024,Quick Lunch,209,4
user_024,Quick Lunch,62,4
user_024,Quick Lunch,175,3
user_024,Quick Lunch,199,4
user_024,Date Night,147,4
user_024,Date Night,191,4
user_024,Date Night,209,5
user_024,Late Night Eats,243,3
user_024,Late Night Eats,316,4
user_024,Late Night Eats,243,4
user_024,Late Night Eats,316,5
user_024,Date Night,243,5
user_024,Date Night,316,5
user_024,Quick Lunch,147,4
user_024,Quick Lunch,191,3
user_024,Quick Lunch,209,5
user_024,Quick Lunch,21,5
user_024,Quick Lunch,84,3
user_024,Quick Lunch,113,5
user_024,Quick Lunch,147,4
user_024,Quick Lunch,191,4
user_024,Quick Lunch,209,4
user_024,Group Hang,243,4
user_024,Group Hang,316,4
user_024,Group Hang,243,4
user_024,Group Hang,316,4
user_025,Late Night Eats,123,4
user_025,Late Night Eats,143,5
user_025,Date Night,40,4
user_025,Date Night,184,5
user_025,Date Night,299,3
user_025,Group Hang,40,5
user_025,Group Hang,184,5
user_025,Group Hang,299,4
user_025,Weekend Brunch,263,5
user_025,Quick Lunch,161,5
user_025,Quick Lunch,305,4
user_025,Date Night,123,5
user_025,Date Night,143,4
user_025,Date Night,263,2
user_025,Late Night Eats,263,4
user_025,Date Night,40,5
user_025,Date Night,184,5
user_025,Date Night,299,5
user_025,Quick Lunch,123,5
user_025,Quick Lunch,143,4
user_025,Date Night,40,5
user_025,Date Night,184,5
user_025,Date Night,299,5
user_025,Date Night,40,5
user_025,Date Night,184,5
user_025,Date Night,299,4
user_025,Group Hang,263,4
user_025,Weekend Brunch,310,3
user_025,Late Night Eats,263,4
user_026,Group Hang,29,5
user_026,Group Hang,68,5
user_026,Group Hang,105,3
user_026,Group Hang,92,4
user_026,Group Hang,162,5
user_026,Group Hang,236,5
user_026,Weekend Brunch,29,3
user_026,Weekend Brunch,68,4
user_026,Weekend Brunch,105,4
user_026,Weekend Brunch,29,4
user_026,Weekend Brunch,68,4
user_026,Weekend Brunch,105,3
user_026,Date Night,92,4
user_026,Date Night,162,5
user_026,Date Night,236,4
user_026,Quick Lunch,29,4
user_026,Quick Lunch,68,4
user_026,Quick Lunch,105,4
user_026,Group Hang,25,5
user_026,Group Hang,103,5
user_026,Date Night,293,5
user_026,Group Hang,26,5
user_026,Group Hang,91,5
user_026,Group Hang,220,4
user_026,Late Night Eats,92,5
user_026,Late Night Eats,162,5
user_026,Late Night Eats,236,4
user_026,Quick Lunch,3,4
user_026,Quick Lunch,127,3
user_026,Quick Lunch,211,4
user_026,Late Night Eats,29,4
user_026,Late Night Eats,68,4
user_026,Late Night Eats,105,4
user_026,Date Night,58,5
user_026,Date Night,138,5
user_026,Date Night,256,5
user_026,Date Night,293,4
user_026,Group Hang,92,4
user_026,Group Hang,162,5
user_026,Group Hang,236,4
user_027,Date Night,67,5
user_027,Date Night,317,4
user_027,Date Night,330,5
user_027,Quick Lunch,313,5
user_027,Date Night,67,5
user_027,Date Night,317,4
user_027,Date Night,330,4
user_027,Late Night Eats,67,4
user_027,Late Night Eats,317,4
user_027,Late Night Eats,330,5
user_027,Weekend Brunch,67,5
user_027,Weekend Brunch,317,5
user_027,Weekend Brunch,330,5
user_027,Date Night,67,4
user_027,Date Night,317,4
user_027,Date Night,330,4
user_027,Late Night Eats,67,5
user_027,Late Night Eats,317,4
user_027,Late Night Eats,330,4
user_027,Date Night,67,5
user_027,Date Night,317,4
user_027,Date Night,330,5
user_027,Late Night Eats,67,5
user_027,Late Night Eats,317,5
user_027,Late Night Eats,330,5
user_027,Weekend Brunch,67,5
user_027,Weekend Brunch,317,4
user_027,Weekend Brunch,330,5
user_027,Quick Lunch,140,5
user_027,Quick Lunch,149,4
user_027,Weekend Brunch,67,5
user_027,Weekend Brunch,317,5
user_027,Weekend Brunch,330,5
user_027,Weekend Brunch,67,4
user_027,Weekend Brunch,317,3
user_027,Weekend Brunch,330,5
user_027,Group Hang,313,5
user_027,Quick Lunch,140,4
user_027,Quick Lunch,149,4
user_028,Quick Lunch,5,3
user_028,Quick Lunch,210,3
user_028,Weekend Brunch,112,4
user_028,Weekend Brunch,208,4
user_028,Group Hang,39,5
user_028,Group Hang,244,4
user_028,Group Hang,292,4
user_028,Weekend Brunch,112,4
user_028,Weekend Brunch,208,4
user_028,Quick Lunch,5,5
user_028,Quick Lunch,210,4
user_028,Group Hang,114,5
user_028,Late Night Eats,112,2
user_028,Late Night Eats,208,4
user_028,Quick Lunch,264,4
user_028,Quick Lunch,320,5
user_028,Quick Lunch,39,4
user_028,Quick Lunch,244,4
user_028,Quick Lunch,292,4
user_028,Date Night,112,5
user_028,Date Night,208,3
user_028,Quick Lunch,129,4
user_028,Quick Lunch,331,4
user_028,Group Hang,5,2
